ring_id,vertex_id,x,y
0,0,-1275149.88025831,1076896.55657331
0,1,-1274642.53582852,1075440.85655420
0,2,-1275116.38854302,1074855.48759430
0,3,-1274008.39754442,1073279.68757945
0,4,-1274958.54707158,1069831.45772708
0,5,-1274197.63156361,1069015.21328185
0,6,-1274412.56602655,1068125.53229726
0,7,-1273121.06964824,1068032.05738346
0,8,-1272723.07226698,1066476.04300298
0,9,-1272001.06703687,1065947.79225049
0,10,-1272439.30076626,1064101.13604566
0,11,-1273707.92805214,1064367.83999916
0,12,-1273052.24415116,1063443.08118689
0,13,-1273691.97684574,1062879.71167934
0,14,-1273473.91201929,1061302.91840752
0,15,-1273927.69408487,1061247.03910755
0,16,-1274028.64250819,1059377.55839601
0,17,-1273132.12906169,1059223.23318750
0,18,-1273429.33639851,1055694.45412336
0,19,-1274791.74857070,1056279.45874435
0,20,-1274573.50624346,1057228.02289309
0,21,-1275534.56884248,1056268.43606011
0,22,-1276733.88423740,1056237.19478717
0,23,-1277269.28581413,1053886.12344224
0,24,-1278073.85675543,1053116.15965841
0,25,-1281977.58469010,1053058.10927732
0,26,-1282591.68570518,1049935.32811458
0,27,-1287536.21106217,1050112.25870578
0,28,-1287939.92631375,1048571.92955821
0,29,-1285112.40008506,1047710.14736339
0,30,-1286091.93117759,1046037.89101862
0,31,-1284120.47341723,1045477.58353546
0,32,-1282118.85634534,1046825.16229031
0,33,-1280527.39665571,1046569.88087368
0,34,-1280569.44004082,1045788.99705277
0,35,-1276472.08369059,1045345.68977216
0,36,-1276857.71176313,1043250.32863103
0,37,-1275996.02960889,1043437.88475484
0,38,-1274703.55809537,1044867.52131700
0,39,-1275295.94175507,1042475.71383907
0,40,-1274493.09215275,1043091.70338094
0,41,-1275136.89652034,1041301.21566195
0,42,-1273392.92784977,1042490.84164602
0,43,-1274046.51755698,1040082.81617199
0,44,-1274860.46312804,1039632.72070379
0,45,-1274902.14503614,1038102.04540759
0,46,-1275294.78109052,1038591.58583400
0,47,-1274627.27023428,1040859.43404602
0,48,-1275838.33895563,1038970.36924373
0,49,-1276902.03850936,1038614.12127721
0,50,-1276900.10720856,1036838.87464068
0,51,-1277846.99425788,1037158.42937529
0,52,-1277639.57299397,1036081.16466930
0,53,-1278848.90082324,1036209.09173221
0,54,-1279108.87153135,1033057.95860720
0,55,-1278462.95609037,1031782.17407747
0,56,-1276175.92934986,1031235.48224246
0,57,-1275067.47227690,1032477.91805260
0,58,-1273883.56832630,1031522.43385587
0,59,-1273283.75874390,1032400.36727042
0,60,-1271879.77226365,1030259.95988246
0,61,-1270613.61494875,1030744.89997229
0,62,-1269194.59847468,1032379.11293147
0,63,-1270494.44159168,1034497.64391903
0,64,-1271228.34133025,1034848.95468649
0,65,-1271814.38578763,1036555.03248680
0,66,-1270510.04850344,1038697.56327547
0,67,-1271458.63404215,1039136.14345514
0,68,-1270421.95120019,1040684.74122646
0,69,-1269548.54865891,1040686.03753636
0,70,-1270222.42802175,1039732.16191839
0,71,-1270125.98229920,1038259.51273750
0,72,-1270635.08692167,1036532.34728286
0,73,-1270025.19194623,1035205.34713305
0,74,-1267293.39809965,1035594.73878319
0,75,-1265741.75336959,1039682.29940147
0,76,-1265873.57324157,1040528.47591152
0,77,-1265336.42094838,1041477.03899312
0,78,-1265502.76264755,1044494.71322066
0,79,-1266286.68648908,1046660.16592030
0,80,-1265757.33840817,1048953.47280267
0,81,-1264538.57483295,1050016.10446561
0,82,-1265089.33366347,1051762.87826485
0,83,-1264496.95194579,1052598.94361556
0,84,-1264072.09021620,1055616.49905229
0,85,-1263199.88447568,1059226.85884944
0,86,-1263415.39202264,1062013.08702974
0,87,-1262617.98077951,1064145.45125682
0,88,-1263626.75344253,1065744.79602158
0,89,-1264180.80620122,1064705.12503409
0,90,-1264765.18993483,1068161.40814457
0,91,-1264179.22492389,1073136.06654857
0,92,-1265621.56125883,1073625.82287384
0,93,-1267397.77334100,1073110.72314738
0,94,-1267263.64009426,1075265.39371802
0,95,-1268462.48809044,1076254.10307686
0,96,-1268954.95899998,1077380.47241654
0,97,-1272356.41741423,1076976.43523212
0,98,-1273254.47988793,1076445.43439632
Total signed area in input: 5.066884e+08
Total signed area in output: 5.066884e+08
Total areal displacement: 2.538304e+07
