ring_id,vertex_id,x,y
0,0,1843126.23089419,659060.81096349
0,1,1843475.99095135,661495.00024080
0,2,1842359.44323643,663440.70967554
0,3,1841503.75006176,663366.35729961
0,4,1842323.75260856,666293.65802897
0,5,1843731.28701995,665978.42141550
0,6,1844032.44474805,665000.47091494
0,7,1845505.14270704,665316.20763974
0,8,1845839.86095899,663584.66537557
0,9,1847190.42173913,665062.71933588
0,10,1846972.06337537,663514.77663943
0,11,1847635.09576560,665292.98921365
0,12,1849766.18305319,663954.34004700
0,13,1850612.82379882,664487.94715310
0,14,1852081.93252296,663454.99419475
0,15,1855554.33214255,662023.49677100
0,16,1858158.07531516,661524.90492611
0,17,1858124.19667254,659686.94439194
0,18,1859607.38387080,657286.31293338
0,19,1862112.72080787,654867.59974041
0,20,1861883.97123326,655876.52310910
0,21,1861096.31546040,656474.50544929
0,22,1858898.31540770,660247.75588202
0,23,1859574.80341847,661707.72069314
0,24,1860364.45077934,660374.04763280
0,25,1861030.55901715,662306.71700418
0,26,1860215.11987592,663748.31003302
0,27,1862257.49614034,664056.43377794
0,28,1862052.24319727,666124.72869098
0,29,1862885.45023864,665469.94977469
0,30,1862603.29229273,666811.74079374
0,31,1860921.19893116,666272.23688788
0,32,1860473.35289098,668257.58543432
0,33,1859339.15730669,666516.89559016
0,34,1858342.76544257,666979.81180834
0,35,1858712.81242672,665809.02623073
0,36,1856056.01196973,666775.10065035
0,37,1855608.85713437,667601.90012733
0,38,1858330.05700266,666948.21391886
0,39,1858115.17857384,667595.96518652
0,40,1856040.57176391,668763.28437989
0,41,1856475.55039777,670207.08813603
0,42,1854579.34787283,670853.88152129
0,43,1855691.55502218,669644.91175970
0,44,1855630.34849606,667952.26652121
0,45,1854333.11892982,667891.83984133
0,46,1852088.72051913,673339.10470994
0,47,1854126.41622796,673800.63496863
0,48,1851791.72026761,675220.89382535
0,49,1852933.30355284,675368.09074047
0,50,1851237.67871109,676116.53246284
0,51,1851351.54527279,678042.27483152
0,52,1849256.60675592,677721.75413461
0,53,1847454.11411045,678149.22489267
0,54,1846888.01914599,679144.35782319
0,55,1844181.84817311,680667.26908323
0,56,1844099.90287336,681430.46171873
0,57,1841495.01428692,680398.91843950
0,58,1841721.82891734,679282.37933313
0,59,1843188.33313923,680285.13117469
0,60,1847139.29087101,678466.06857531
0,61,1845422.55514960,678607.25622228
0,62,1846693.85631447,677816.06373174
0,63,1846337.33322230,677162.66200476
0,64,1847715.63095392,674946.47072151
0,65,1848319.42733797,676288.36485198
0,66,1850270.58369147,676006.17172164
0,67,1850973.27648041,675128.75220049
0,68,1849767.94703990,674557.65531954
0,69,1845880.77067880,674779.11165871
0,70,1846174.95567027,675714.59342434
0,71,1844364.63799200,675743.85692573
0,72,1845788.66504772,673944.42813782
0,73,1843726.64842807,674443.73148805
0,74,1843584.63699353,675527.70475427
0,75,1842114.02100887,676418.72428706
0,76,1843066.64481865,676561.51960286
0,77,1841378.92439084,678230.99664526
0,78,1841750.20073401,676010.23735675
0,79,1840475.07728614,675749.45608604
0,80,1840447.08937953,676744.60694738
0,81,1840022.89960900,677798.45103022
0,82,1839093.91910563,677850.84374039
0,83,1840341.00941626,676842.07533223
0,84,1837775.62269132,677438.14459125
0,85,1839322.60208078,676226.01960404
0,86,1839779.13620433,673890.73282194
0,87,1841763.73699234,672687.36749572
0,88,1844512.07224765,668941.09928102
0,89,1841416.48945230,669942.74800080
0,90,1841367.65834456,668398.78069270
0,91,1839715.15421314,668795.46640048
0,92,1838892.52895940,670999.41519507
0,93,1836690.99544473,670838.59264322
0,94,1838463.08084744,669629.71260598
0,95,1839398.30376893,668053.06776808
0,96,1840589.82613346,667096.50986514
0,97,1841973.86933258,665219.08925807
0,98,1840922.53362791,664315.53347506
Total signed area in input: 2.062881e+08
Total signed area in output: 2.062881e+08
Total areal displacement: 3.768360e+07
