ring_id,vertex_id,x,y
0,0,227062.98702895,-250812.10847317
0,1,226900.97090475,-251966.88735966
0,2,226126.52894016,-251758.41348058
0,3,226536.49248848,-250231.64713744
0,4,228713.97061055,-249202.60048854
0,5,227725.59923722,-249375.74070495
0,6,227417.96988173,-248674.26160990
0,7,226239.65073382,-248996.78243552
0,8,225865.49302590,-247172.12341623
0,9,226020.83669348,-246371.54247967
0,10,224065.27172998,-246090.06552653
0,11,223461.71366137,-247689.74789928
0,12,223236.51328039,-247767.34682505
0,13,223744.61255150,-246441.73060201
0,14,223306.22643821,-245091.30974067
0,15,224032.51788628,-245971.61225139
0,16,224508.34931458,-245249.98556665
0,17,223943.31248834,-245669.45828305
0,18,224078.07735344,-244312.43423511
0,19,222605.48932219,-243876.11794621
0,20,221975.24141277,-244783.97699869
0,21,222376.73582189,-245417.32684810
0,22,220930.78983716,-244999.48737620
0,23,220871.46129716,-246476.89555510
0,24,221268.86087304,-246920.67572821
0,25,220563.97692566,-247450.75082632
0,26,220231.33161090,-246789.87196038
0,27,219093.53163087,-246230.13151737
0,28,218237.13368277,-246742.63773423
0,29,217644.08026473,-248332.90822592
0,30,216788.68770661,-248571.57056844
0,31,218015.40339310,-248721.61419990
0,32,219210.23319475,-248233.48069187
0,33,218544.17068994,-249345.60301689
0,34,219194.32858605,-250737.46831474
0,35,218109.87123303,-250897.01500305
0,36,217982.61397869,-251345.99399244
0,37,218642.12741652,-251096.80246590
0,38,218921.41785551,-251851.75087734
0,39,218373.28479308,-252491.00196162
0,40,219004.82292980,-252270.00751694
0,41,219678.04335550,-253826.69831268
0,42,218887.71382720,-253325.31605523
0,43,218168.95586391,-253642.82349806
0,44,217637.91757644,-255556.22400841
0,45,218061.41271540,-255819.08169089
0,46,216561.90773680,-257100.44357396
0,47,216583.12001636,-257768.59195782
0,48,217596.49331146,-257775.69894505
0,49,218315.57813206,-259320.89424680
0,50,216022.83457893,-259342.73134973
0,51,218402.52328296,-259668.12831003
0,52,218127.07943783,-257905.92970371
0,53,216625.85465329,-257415.34168105
0,54,218025.11903852,-256124.65179211
0,55,219042.49238790,-258258.26866220
0,56,219371.55991942,-257934.37564777
0,57,218593.24366477,-256752.45023209
0,58,219386.39259426,-255799.61611617
0,59,219722.50990347,-257009.03954950
0,60,219841.74801153,-255675.53190168
0,61,218412.84441372,-255860.75091634
0,62,218321.94713773,-253904.32523326
0,63,219857.06885582,-254421.14579704
0,64,220280.40687916,-253592.23702998
0,65,219352.00277724,-251480.65664252
0,66,220129.79005137,-251706.59606342
0,67,219793.85989250,-249968.91159017
0,68,219142.01838617,-249544.52379259
0,69,219512.73861013,-248310.99436672
0,70,219175.33271087,-247470.02890593
0,71,220318.66627940,-248283.03808447
0,72,221460.42257498,-248050.69962365
0,73,221917.22859775,-248839.29841492
0,74,223710.16587437,-250147.25140987
0,75,222142.98811657,-248446.51393957
0,76,221817.27772067,-247355.29028219
0,77,222133.67758177,-246323.58283197
0,78,223054.62588800,-245621.39493823
0,79,222777.85849849,-247923.78108567
0,80,223766.94665076,-248331.77152991
0,81,224418.06153959,-246745.22492601
0,82,225510.65545555,-246908.61540138
0,83,224620.11946010,-247893.19130040
0,84,225591.30227830,-247931.27907572
0,85,225708.93707479,-248741.61899697
0,86,226457.93456040,-249743.85158764
0,87,227213.27949585,-249122.85546542
0,88,227455.82769727,-249329.47232863
0,89,226017.34478771,-250064.43605017
0,90,225695.39919859,-251315.64048575
0,91,226089.23046097,-252453.86458672
0,92,227171.64430838,-251973.42638331
0,93,227563.25213188,-250865.49324837
0,94,227506.59887346,-252264.25649097
0,95,226355.61975049,-253320.18320132
0,96,226457.05001505,-253709.71886375
0,97,227735.78930571,-252420.94750817
0,98,228039.56594518,-250743.93805460
Total signed area in input: 3.115586e+07
Total signed area in output: 3.115586e+07
Total areal displacement: 1.463907e+07
